,type,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
1514,text,出,7,天,~,1.23,亿,不限,户,上清,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515,label,side:2,tlow,i_tlow,,total,i_total,,,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,text,代友,出,隔夜,，,加权,，,1E,起,押,券松,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,label,,side:2,tlow,,price:1,,total,,mode:102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518,text,出,3M,以上,资金,，,回购,押利率,，,拆借,限银行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,label,side:2,tlow,,,,,tag:10,,mode:101,tag:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520,text,出,21,天,资金,，,限银行,农信,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,label,side:2,tlow,i_tlow,,,tag:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522,text,出,2,月,以上,资金,，,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523,label,side:2,tlow,i_tlow,,,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,text,出,2d,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525,label,side:2,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,text,借,3M,资金,请,小窗,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527,label,side:1,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528,text,出,隔夜,2000W,限公募,自营,，,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,label,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,text,出,7,天,出,14,天,货币,户,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,label,side:2,tlow,i_tlow,side:2,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532,text,出,隔夜,3000,万,，,限,农信,银行,，,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,label,side:2,tlow,total,i_total,,,,,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,text,出,7d,12d,14d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,label,side:2,tlow,tlow,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,text,出,上清,隔夜,3600w,~,欢迎,小窗,~,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1537,label,side:2,tag:13,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,text,收,中债,在,账,隔夜,\,n,出,隔夜,1000w,+,1200w,中债,押,国企,aa,\,n,出,7d,押,aa,+,公募,自营,aa,,,,,,,,,,,,,,,,,,,,,,,,
1539,label,,,,,tlow,,,side:2,tlow,total,,total,,mode:102,,tag:11,,,side:2,tlow,mode:102,tag:11,,,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,
1540,text,出,7d,以内,非隔夜,，,押券宽松,服务,好,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,label,side:2,tlow,,,,mode:102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1542,text,出,隔夜,5000W,压券宽松,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543,label,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544,text,借,隔夜,2.5,亿,，,押利率,，,求,小窗,\,n,借,隔夜,2.5,亿,，,押利率,，,求,小窗,\,n,借,隔夜,2.5,亿,，,押利率,，,求,小窗,,,,,,,,,,,,,,,,,,,
1545,label,side:1,tlow,total,i_total,,tag:10,,,,,,side:1,tlow,total,i_total,,tag:10,,,,,,side:1,tlow,total,i_total,,tag:10,,,,,,,,,,,,,,,,,,,,,,
1546,text,出,50,天,或,6,个,月,以上,资金,大量,押利率,限银行,农信,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1547,label,side:2,tlow,i_tlow,,,,,,,,tag:10,tag:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548,text,出,6d,5000w,在,账,\,n,出,7,-,9d,限公,募户,3000w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549,label,side:2,tlow,total,,,,,side:2,tlow,,thigh,,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,text,出,在,帐,隔夜,2.4,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551,label,side:2,,,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552,text,出,7,-,14D,2000,万,+,2000,万,\,n,出,隔夜,5400,+,500,+,5000w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,label,side:2,tlow,,thigh,total,i_total,,total,i_total,,,side:2,tlow,,,,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,text,出,上交所,7,天,2000W,，,限户,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1555,label,side:2,,tlow,i_tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,text,出,大量,4,天,。,量整,优先,。,压券,AA,，,不限,户,！,！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557,label,side:2,,tlow,i_tlow,,,,,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,text,出,35,天,、,3M,-,6M,资金,，,限银行,农信,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,label,side:2,tlow,i_tlow,,tlow,,thigh,,,tag:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,text,出,10,天,1500,万,在,账,请,带走,！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561,label,side:2,tlow,i_tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,text,出,2.5,亿,32,-,35,天,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,label,side:2,total,i_total,tlow,,thigh,i_thigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,text,出,1,—,2M,资金,，,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,label,side:2,,,tlow,,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,text,换靠,谱,隔夜,上清,中债,都,有,。,。,。,来,碰,啊,。,。,。,/,笑,哭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,label,,,tlow,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,text,出,7D,14D,资金,1.1,亿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569,label,side:2,tlow,tlow,,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,text,出,隔夜,1.7,e,+,4000w,押,AA+,自营,、,公募,不限券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,label,side:2,tlow,total,i_total,,total,mode:102,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,text,出,隔夜,9000,万,欢迎,非银,四点,还款,押券,AA+,信用,或,AA,存单,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,label,side:2,tlow,total,i_total,,,,,mode:102,tag:11,,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,text,借早,到,账,隔夜,6100W,，,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,label,,,,tlow,total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,text,高价,借,1,-,7,天,，,押利率,，,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577,label,,side:1,tlow,,thigh,i_thigh,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1578,text,各位,老板,诚借,7D,内,资金,5000,万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,label,,,side:1,tlow,,,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,text,超限,出,14,天,资金,，,中债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1581,label,,side:2,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1582,text,借,跨,年,资金,借,跨,年,资金,借,跨,年,资金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,label,side:1,,,,side:1,,,,side:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,text,出,上清,隔夜,2KW,，,限公募,，,自营,，,押,国企,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585,label,side:2,tag:13,tlow,total,,,,,,mode:102,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,text,诚借,隔夜,7000W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,label,side:1,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,text,出,整量,隔夜,~,~,\,n,出,7d,5700w,·,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589,label,side:2,,tlow,,,,,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,text,出,7,天,4900,+,800,+,2500,+,1500W,不限,户,押,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,label,side:2,tlow,i_tlow,,,,,,,total,,,mode:102,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592,text,出,14D,",",押利率,，,限户,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,label,side:2,tlow,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,text,出,在,账,隔夜,资金,2000w,押利率,早,还款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,label,side:2,,,tlow,,total,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,text,出,7D,资金,，,押,国企,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,label,side:2,tlow,,,mode:102,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,text,借,7,天,资金,，,5000,万,，,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,label,side:1,tlow,i_tlow,,,total,i_total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,text,公募,借,7D,2000w,+,2200w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,label,,side:1,tlow,total,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,text,出,在,账,隔夜,2000W,欢迎,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603,label,side:2,,,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1604,text,借,隔夜,资金,4000,万,，,押利率债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,label,side:1,tlow,,total,i_total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,text,优质,稀缺,大,健康,项目,：,央企,全资,子公司,承诺,回购,，,1000,万起,投,\,n18,个,月,预期,年化,收益,保底,30,%,\,n,上海,医疗,企业,有,3000,万,融资,需求,，,用于,产品,订单,量产,，,现寻,战略,投资人,、,各路,金主,；,订单,
1607,label,,,,,,,,,,,,,total,i_total,,,,,,,,,,price,i_price,,,,,,,total,i_total,,,,,,,,,,,,,,,,,
1608,text,出,7D,、,8D,、,10D,，,押利率,，,求,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609,label,side:2,tlow,,tlow,,tlow,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610,text,出,1,-,14,天在,账,资金,押利率债,限银行,农信,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,label,side:2,tlow,,thigh,i_thigh,,,tag:10,tag:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,text,出,隔夜,1450w,押,3A,欢迎,小窗,‘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1613,label,side:2,tlow,total,mode:102,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1614,text,换,隔夜,整量,欢迎,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,label,,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616,text,顶格,借,1,-,7,天,资金,1.4,亿,，,押利率,，,早,还款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1617,label,,side:1,tlow,,thigh,i_thigh,,total,i_total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,text,代友,出,隔夜,加权,1E,AA+,中债,，,一笔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1619,label,,side:2,tlow,price:1,total,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,text,借,11,天,或,14,天,1,亿,（,9900w,押,国企,AA+,100w,押,国企,AA,）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621,label,side:1,tlow,i_tlow,,tlow,i_tlow,total,i_total,,total,mode:102,,tag:11,total,mode:102,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,text,借,7d,2000w,8000w,1000w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,label,side:1,tlow,total,total,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,text,出,21,天至,2,个,月,资金,，,限银行,，,农信,，,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,label,side:2,tlow,i_tlow,,,,,,tag:16,,,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,text,出,2,-,5d,1700w,欢迎,匹配,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,label,side:2,tlow,,thigh,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,text,出,2d,，,7d,限公募,，,自营,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,label,side:2,tlow,,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,text,借,7,天,2E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,label,side:1,tlow,i_tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,text,出,7,天,3000w,+,5000w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633,label,side:2,tlow,i_tlow,total,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,text,借,上午,到,账,隔夜,资金,1,亿,压,利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,label,side:1,,,,tlow,,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636,text,出,14,-,21,天,资金,二亿,，,质押,、,拆借,均,可,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,label,side:2,tlow,,thigh,i_thigh,,,,mode:102,,mode:101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,text,3.29,借,隔夜,1E,押利率,求,小窗,，,可早,还款,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,label,,side:1,tlow,total,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,text,出,7,-,14,天,，,20,-,21,天,，,2M,，,在,账,，,不限,户,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,label,side:2,tlow,,thigh,i_thigh,,tlow,,thigh,i_thigh,,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,text,出,7,天,1.3,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,label,side:2,tlow,i_tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,text,代友,出,隔夜,2E,直连,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,label,,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,text,上限,借,7,天,资金,3E,，,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,label,,side:1,tlow,i_tlow,,total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,text,换,隔夜,1,个,，,押券宽松,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649,label,,tlow,,,,mode:102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,text,出,8,-,15,天,资金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,label,side:2,tlow,,thigh,i_thigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,text,出,隔夜,。,押券,AA+,国企,非,过剩,，,1,个,起,~,~,秒,到,！,！,！,！,秒,到,！,！,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,label,side:2,tlow,,mode:102,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1654,text,出,隔夜,1500W,~,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,label,side:2,tlow,total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,text,低价,换,上清,7d,整量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,label,,,tag:13,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,text,2.6,借,在,账,隔夜,1,亿,，,押利率,，,欢迎,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,label,,side:1,,,tlow,total,i_total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1660,text,出,7,-,14,天,2500,万,押券宽松,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,label,side:2,tlow,,thigh,i_thigh,total,i_total,mode:102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,text,出,6,天,1.95,亿,压,AA,不限,户,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1663,label,side:2,tlow,i_tlow,total,i_total,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,text,出,在,帐,资金,3000w,隔夜,或者,7,天,，,押上清,\,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,label,side:2,,,,total,tlow,,tlow,i_tlow,,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,text,出,渣量,7D,，,600w,，,补,头寸,神器,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,label,side:2,,tlow,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,text,出靠,谱,1.6,亿,隔夜,，,可,买断,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,label,,,total,i_total,tlow,,,mode:103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,text,借,21,天,左右,资金,押,AA,买断,欢迎,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,label,side:1,tlow,i_tlow,,,mode:102,tag:11,mode:103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,text,出,上清,隔夜,1000w,，,押,AA,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,label,side:2,tag:13,tlow,total,,mode:102,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,text,出,隔夜,七天,整量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,label,side:2,tlow,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,text,出,14D,17D,-,21D,1E,压,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,label,side:2,tlow,tlow,,thigh,total,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,text,出,4,-,5D,3,点,左右,还款,出,隔夜,3kw,上清,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,label,side:2,tlow,,thigh,,,,,side:2,tlow,total,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,text,出,隔夜,1500w,押,aa,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,label,side:2,tlow,total,mode:102,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,text,出,7,-,14D,大量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,label,side:2,tlow,,thigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,text,产品,户出,隔夜,8000W,。,3,点前,还款,。,压券宽松,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,label,,,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,text,出,3.2,亿,26,-,30,天,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,label,side:2,total,i_total,tlow,,thigh,i_thigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,text,出,7,天,，,3000W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,label,side:2,tlow,i_tlow,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,text,出,7,天,5000,万,超限,\,n,出,1M,2000,万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,label,side:2,tlow,i_tlow,total,i_total,,,,side:2,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,text,借,7d,，,5000w,，,押利率,，,欢迎,小窗,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,label,side:1,tlow,,total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1694,text,出,6D,~,整量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,label,side:2,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,text,出,6,天,资金,8000,万,，,押利率,，,限银行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,label,side:2,tlow,i_tlow,,total,i_total,,tag:10,,tag:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1698,text,产品,户出,5,天,资金,1.89,亿,，,押,AA+,以上,，,净值,打折,，,超限,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,label,,,tlow,i_tlow,,total,i_total,,mode:102,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,text,借,隔夜,2000w,，,押,AA,，,求,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,label,side:1,tlow,total,,mode:102,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,text,高价,借,7,天,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,label,,side:1,tlow,i_tlow,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,text,3.44,出,4,至,7,天,资金,8500,万,，,押利率,，,上午,还款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705,label,,side:2,,,tlow,i_tlow,,total,i_total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,text,借,7,-,14,天,资金,，,押利率,，,早,还款,，,求,小窗,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707,label,side:1,tlow,,thigh,i_thigh,,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,text,出,5,天,14,天,21,天,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
