,type,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
799,label,side:2,tlow,total,,,,,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,text,借,隔夜,，,上清,6400,+,2900W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,label,side:1,tlow,total,tag:13,,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,text,早上好,！,收,隔夜,资金,8,亿,，,押利率,，,早,还款,。,谢谢,！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,label,,,side:1,tlow,,total,i_total,,tag:10,,,tag:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,text,出,1,-,-,2D,，,7500,万,，,押利率,，,3,点半前,还款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,label,side:2,,,,tlow,,total,i_total,,tag:10,,,,tag:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,text,诚借,隔夜,资金,，,押上清,，,求,小窗,/,红包,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,label,side:1,tlow,,,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,text,顶价,借,1,-,9,天,0.5,-,1,亿元,，,随便,押,，,可,分拆,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,label,,side:1,tlow,,thigh,i_thigh,,,total,i_total,,,mode:102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,text,诚借,隔夜,资金,5000,万,押,什么,都行,请,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,label,side:1,tlow,,total,i_total,mode:102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,text,出,隔夜,资金,~,~,~,~,5000,万,~,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,label,side:2,tlow,,,,,,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,text,出,隔夜,压券,aa,公募,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,label,side:2,tlow,mode:102,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,text,出,7,天,3600,押券宽松,机构,不限,\,n,出,7,天,3600,押券宽松,机构,不限,\,n,出,7,天,3600,押券宽松,机构,不限,,,,,,,,,,,,,,,,,,,,,,,,,
819,label,side:2,tlow,i_tlow,total,tag:23,,,,,side:2,tlow,i_tlow,,tag:23,,,,,side:2,tlow,i_tlow,,tag:23,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,text,出,1,亿,7D,借,9000w,7,天,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,label,side:2,total,i_total,tlow,side:1,total,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,text,换,隔夜,4200w,押中债,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,label,,tlow,total,tag:12,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,text,借,1,个,月,，,6,-,9,个,月,资金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,label,side:1,,,,,tlow,,thigh,,i_thigh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,text,借,隔夜,3,亿,押存单,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,label,side:1,tlow,total,i_total,tag:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,text,出,隔夜,2,亿,可,买断,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,label,side:2,tlow,total,i_total,,mode:103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,text,出,21,天,资金,5000,万,~,押利率,~,限银行,农商,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,label,side:2,tlow,i_tlow,,total,i_total,,tag:10,,tag:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,text,诚借,14,-,21D,，,压存单,，,欢迎,小C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,label,side:1,tlow,,thigh,,tag:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,text,出,3,个,月,以上,长期,资金,，,欢迎,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,label,side:2,tlow,,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,text,出,隔夜,2900w,\,n,借,隔夜,1420w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,label,side:2,tlow,total,,,side:1,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,text,公募,收,隔夜,3,个,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,label,,side:1,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,text,出,7,天,2000w,押中债,AA+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,label,side:2,tlow,i_tlow,total,tag:12,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,text,出,5d,4000,-,4200w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,label,side:2,tlow,,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,text,出,7D,4000W,\,n,出,8D,4700W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,label,side:2,tlow,total,,,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,text,接,交易所,小公募,代持,，,换,交易所,协议回购,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,text,出,14d,\,n,出,7d,押中债,国企,AA+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,label,side:2,tlow,,,side:2,tlow,tag:12,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,text,借,1,亿,隔夜,上清,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,label,side:1,total,i_total,tlow,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,text,出,隔夜,1200W,AA,竞价,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,label,side:2,tlow,total,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,text,出,14D,1E,限户,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,label,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,text,专户,借,7D,或,14D,1.3,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,label,,side:1,tlow,,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,text,出,7D,2.57,亿,中债,1.25,亿,上清,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,label,side:2,tlow,total,i_total,tag:12,total,i_total,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,text,借,隔夜,5000,上清,+,1600,押利率,或,上清,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,label,side:1,tlow,total,tag:13,,total,tag:10,,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,text,代友,出,隔夜,押利率,不限机构,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,label,,side:2,tlow,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,text,换,隔夜,只换,不出,（,5000,的,倍数,）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,label,,tlow,,,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,text,出,7d,14d,28d,公募,自营,aa,",",其他,aa,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,label,side:2,tlow,tlow,tlow,,,tag:11,,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,text,代友,出,隔夜,押利率,0.5,亿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,label,,side:2,tlow,tag:10,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,text,出,11D,2.3,E,\,n,出,任意,非隔夜,期限,0.12,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,label,side:2,tlow,total,i_total,,,side:2,,,,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,text,借,隔夜,，,押上清,，,求,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,label,side:1,tlow,,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,text,借,跨季,资金,10000,+,6000,+,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,label,side:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,text,预约,出,跨,春节,，,可,协议,可,买断,，,不限券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,label,,side:2,,,,,,,mode:103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,text,出,隔夜,、,2D,资金,6000w,，,限银行,，,欢迎,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,label,side:2,tlow,,tlow,,total,,tag:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,text,借,500W,",",2D,或,7D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,label,side:1,total,,tlow,,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,text,收跨,月,资金,5,亿元,上清,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,label,side:1,,,total,i_total,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,text,出,隔夜,在,收,7000,万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,label,side:2,tlow,,side:1,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,text,出,中债,11,天,0.3,E,，,押利率,，,限银行,、,农商行,\,n,出,隔夜,0.9,E,",",押利率,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,label,side:2,tag:12,tlow,i_tlow,total,i_total,,tag:10,,tag:16,,,,,side:2,tlow,total,i_total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,text,借,1kw,7,天,公募,上清,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,label,side:1,total,tlow,i_tlow,,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,text,\,n,出,7,天,14,天,1,个,月,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,label,,,side:2,tlow,i_tlow,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,text,出,1,-,7,天,资金,1,亿,，,押利率,，,欢迎,小窗,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,label,side:2,tlow,,thigh,i_thigh,,total,i_total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,text,出,21d,-,1m,资金,，,限银行,农信,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,label,side:2,tlow,,thigh,,,tag:16,tag:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,text,出,7d,15d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,label,side:2,tlow,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,text,出,13,天,7000W,，,欢迎,带价询,！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,label,side:2,tlow,i_tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,text,出,１,４,ｄ,限公募,押,Ａ,Ａ,Ａ,价格,可谈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,label,side:2,,,i_tlow,,mode:102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,text,诚借,3500W,隔夜,，,求,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,label,side:1,total,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,text,出,隔夜,5000,万,，,押利率,。,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,label,side:2,tlow,total,i_total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,text,出,1.4,亿,隔夜,资金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,label,side:2,total,i_total,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,text,出,8,天,以上,5000,万,，,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,label,side:2,tlow,i_tlow,,total,i_total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,text,借,跨,月,资金,1,亿元,，,押利率,或者,AA+,存单,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,label,side:1,,,,total,i_total,,tag:10,,tag:11,tag:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,text,出,6,-,8d,25,-,30d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,label,side:2,tlow,,thigh,,,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,text,出,4,天,7000W,~,11,天,5000W,~,押券宽松,~,线上,质押,限银行,~,/,河蟹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,label,side:2,tlow,i_tlow,total,,tlow,i_tlow,total,,tag:23,,,mode:102,tag:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,text,出,5kw,隔夜,，,5kw,7D,～,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,label,side:2,total,tlow,,total,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,text,出,7D,4E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,label,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,text,出,隔夜,2000,万,\,n,出,14d,1,亿,\,n,出,7d,1,亿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,label,side:2,tlow,total,i_total,,,side:2,tlow,total,i_total,,,side:2,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,text,出,7d,14d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,label,side:2,tlow,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,text,出,14,天,5000w,，,限公募,自营,AA+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
969,label,side:2,tlow,i_tlow,total,,,,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,text,出,11,天,6000,押利率,只能,押利率,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,label,side:2,tlow,i_tlow,total,tag:10,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,text,出,2,天,8000W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,label,side:2,tlow,i_tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,text,出,隔夜,早,回款,5000w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,label,side:2,tlow,,tag:21,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,text,公募,户,借,隔夜,9000,万,~,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,label,,,side:1,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,text,出,7D,或,跨,春节,3000w,可,专户,押利率,或,在,库,cd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,label,side:2,tlow,,,,total,,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,text,出,30,-,40,天,资金,1,亿,，,押利率,，,欢迎,碰价,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,label,side:2,tlow,,thigh,i_thigh,,total,i_total,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,text,借,隔夜,800w,押上清,，,求,小窗,，,求,带走,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,label,side:1,tlow,total,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,text,出,3,个,月,资金,7000,万,，,可,拆借,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,label,side:2,,,,,total,i_total,,,mode:101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,text,出,7D,5000,+,5000,上清,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,label,side:2,tlow,total,,total,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,text,出,6,天,中债,5000W,，,欢迎,匹配,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,label,side:2,tlow,i_tlow,tag:12,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,text,出,7,天,大量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,label,side:2,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,text,出,7,天,4000w,上清,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,label,side:2,tlow,i_tlow,total,tag:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,text,出,隔夜,2,亿,，,押利率,，,限银行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,label,side:2,tlow,total,i_total,,tag:10,,tag:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,text,押利率,借,隔夜,1.9,亿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,label,tag:10,side:1,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,text,诚借,隔夜,1E,~,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,label,side:1,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,text,诚借,隔夜,押利率,求,帅哥美女,们,赏,一个,哇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,label,side:1,tlow,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,text,出,14d,6000w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,label,side:2,tlow,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,text,出,7,天,出,隔夜,借,7,天,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,label,side:2,tlow,i_tlow,side:2,tlow,side:1,tlow,i_tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,text,早上好,，,出,7,天,9.5,E,，,押利率,限银行,，,需,授信,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,label,,,side:2,tlow,i_tlow,total,i_total,,tag:10,tag:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,text,出,跨季,5100,万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,label,side:2,,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,text,出,18,天,5000,万,25,天,5000,万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,label,side:2,tlow,i_tlow,total,i_total,tlow,i_tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,text,出,上清,7d,23d,整量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,label,side:2,tag:13,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,text,出,4d,-,8d,4000w,可,买断,押信用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,label,side:2,tlow,,thigh,total,,mode:103,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,text,借,隔夜,资金,，,欢迎,敲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,label,side:1,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,text,出,隔夜,出,7d,限户,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,label,side:2,tlow,side:2,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,text,诚借,1,-,7D,资金,大量,，,押利率,求金主,小窗,\,n,诚借,1,-,7D,资金,大量,，,押利率,求金主,小窗,\,n,诚借,1,-,7D,资金,大量,，,押利率,求金主,小窗,,,,,,,,,,,,,,,,
1029,label,side:1,tlow,,thigh,,,,tag:10,,,,,side:1,tlow,,thigh,,,,tag:10,,,,,side:1,tlow,,thigh,,,,tag:10,,,,,,,,,,,,,,,,,,
1032,text,公募,借,隔夜,1500w,押上清,aa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,label,,side:1,tlow,total,tag:13,tag:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,text,出,或,市价,换,隔夜,7000,万,+,3300,万,限户,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,label,side:2,,,,tlow,total,i_total,,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,text,借,14,天,资金,3000,万,\,n,借,14,天,资金,3000,万,\,n,借,14,天,资金,3000,万,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,label,side:1,tlow,i_tlow,,total,i_total,,,side:1,tlow,i_tlow,,total,i_total,,,side:1,tlow,i_tlow,,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,text,出,7D,4D,隔夜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,label,side:2,tlow,tlow,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,text,借,1,一,7,天,资金,，,押利率,，,欢迎,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,label,side:1,tlow,,tlow,i_tlow,,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,text,出,3000W,5,天,\,n,出,0.36,+,0.57,亿,隔夜,\,n,都,限公募,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,label,side:2,total,tlow,i_tlow,,,side:2,,,total,i_total,tlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,text,出,10,-,20d,资金,押中债,、,上清,均,可,限银行,欢迎,来,碰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,label,side:2,tlow,,thigh,,tag:12,,tag:13,,,tag:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,text,市价,换,上清,隔夜,5000,或,8000w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,label,,,tag:13,tlow,total,,total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,text,借,隔夜,资金,1,个,亿,押利率,求,小窗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,label,side:1,tlow,,total,,,tag:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,text,市场,价格,换,：,隔夜,或,4D,1,亿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,label,,,,,tlow,,tlow,total,i_total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,text,借,隔夜,1000,+,1500,上清,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
